date,station,cargo_tons,wagons_required,station_congestion
2025-07-28,Makambako,1553,35,0.59
2025-07-28,Morogoro,1322,30,0.47
2025-07-28,Dar es Salaam,749,17,0.14
2025-07-29,Kapiri Mposhi,1739,40,0.32
2025-07-29,Serenje,1854,42,0.45
2025-07-29,Mpika,1741,40,0.9
2025-07-29,Nakonde,1180,27,0.12
2025-07-29,Tunduma,1226,28,0.27
2025-07-29,Mbeya,1817,42,0.47
2025-07-29,Makambako,1136,26,0.59
2025-07-29,Morogoro,320,7,0.84
2025-07-29,Dar es Salaam,1373,31,0.4
2025-07-30,Kapiri Mposhi,1014,23,0.7
2025-07-30,Serenje,1549,36,0.29
2025-07-30,Mpika,886,20,0.79
2025-07-30,Nakonde,620,14,0.84
2025-07-30,Tunduma,591,13,0.39
2025-07-30,Mbeya,783,18,0.12
2025-07-30,Makambako,421,9,0.44
2025-07-30,Morogoro,1747,40,0.72
2025-07-30,Dar es Salaam,451,10,0.43
2025-07-31,Kapiri Mposhi,953,22,0.37
2025-07-31,Serenje,1514,35,0.63
2025-07-31,Mpika,1856,43,0.61
2025-07-31,Nakonde,2000,46,0.59
2025-07-31,Tunduma,1153,27,0.78
2025-07-31,Mbeya,505,11,0.81
2025-07-31,Makambako,2054,48,0.46
2025-07-31,Morogoro,1089,25,0.66
2025-07-31,Dar es Salaam,1340,31,0.45
2025-08-01,Kapiri Mposhi,2064,48,0.35
2025-08-01,Serenje,1425,33,0.21
2025-08-01,Mpika,1715,40,0.45
2025-08-01,Nakonde,1016,23,0.17
2025-08-01,Tunduma,1076,25,0.85
2025-08-01,Mbeya,1038,24,0.17
2025-08-01,Makambako,410,9,0.58
2025-08-01,Morogoro,1442,33,0.87
2025-08-01,Dar es Salaam,710,16,0.83
2025-08-02,Kapiri Mposhi,1607,38,0.3
2025-08-02,Serenje,1179,27,0.7
2025-08-02,Mpika,381,9,0.75
2025-08-02,Nakonde,1924,45,0.85
2025-08-02,Tunduma,481,11,0.47
2025-08-02,Mbeya,341,8,0.63
2025-08-02,Makambako,1698,40,0.42
2025-08-02,Morogoro,619,14,0.82
2025-08-02,Dar es Salaam,1516,35,0.34
2025-08-03,Kapiri Mposhi,1690,40,0.65
2025-08-03,Serenje,359,8,0.45
2025-08-03,Mpika,1598,38,0.25
2025-08-03,Nakonde,376,8,0.44
2025-08-03,Tunduma,1476,35,0.76
2025-08-03,Mbeya,1506,35,0.69
2025-08-03,Makambako,994,23,0.33
2025-08-03,Morogoro,461,10,0.21
2025-08-03,Dar es Salaam,1071,25,0.45
2025-08-04,Kapiri Mposhi,1073,25,0.19
2025-08-04,Serenje,2021,48,0.82
2025-08-04,Mpika,1360,32,0.11
2025-08-04,Nakonde,326,7,0.85
2025-08-04,Tunduma,868,20,0.55
2025-08-04,Mbeya,1661,39,0.66
2025-08-04,Makambako,2078,49,0.36
2025-08-04,Morogoro,1094,26,0.17
2025-08-04,Dar es Salaam,419,10,0.74
2025-08-05,Kapiri Mposhi,1957,47,0.18
2025-08-05,Serenje,1677,40,0.47
2025-08-05,Mpika,1999,48,0.17
2025-08-05,Nakonde,972,23,0.27
2025-08-05,Tunduma,735,17,0.82
2025-08-05,Mbeya,1528,36,0.69
2025-08-05,Makambako,1683,40,0.59
2025-08-05,Morogoro,1749,42,0.53
2025-08-05,Dar es Salaam,951,22,0.8
2025-08-06,Kapiri Mposhi,985,23,0.7
2025-08-06,Serenje,1042,25,0.85
2025-08-06,Mpika,1457,35,0.44
2025-08-06,Nakonde,749,18,0.31
2025-08-06,Tunduma,1907,46,0.29
2025-08-06,Mbeya,805,19,0.14
2025-08-06,Makambako,1562,37,0.12
2025-08-06,Morogoro,990,23,0.47
2025-08-06,Dar es Salaam,704,17,0.89
2025-08-07,Kapiri Mposhi,873,21,0.56
2025-08-07,Serenje,1440,34,0.76
2025-08-07,Mpika,1261,30,0.16
2025-08-07,Nakonde,1917,46,0.74
2025-08-07,Tunduma,1736,42,0.36
2025-08-07,Mbeya,1627,39,0.17
2025-08-07,Makambako,945,22,0.39
2025-08-07,Morogoro,599,14,0.77
2025-08-07,Dar es Salaam,1286,31,0.21
2025-08-08,Kapiri Mposhi,781,19,0.76
2025-08-08,Serenje,465,11,0.47
2025-08-08,Mpika,1284,31,0.26
2025-08-08,Nakonde,1133,27,0.19
2025-08-08,Tunduma,1049,25,0.16
2025-08-08,Mbeya,578,14,0.53
2025-08-08,Makambako,1944,47,0.85
2025-08-08,Morogoro,1053,25,0.43
2025-08-08,Dar es Salaam,826,20,0.62
2025-08-09,Kapiri Mposhi,858,21,0.88
2025-08-09,Serenje,1281,31,0.67
2025-08-09,Mpika,1924,47,0.28
2025-08-09,Nakonde,697,17,0.19
2025-08-09,Tunduma,259,6,0.72
2025-08-09,Mbeya,1062,26,0.65
2025-08-09,Makambako,1824,44,0.29
2025-08-09,Morogoro,1629,39,0.42
2025-08-09,Dar es Salaam,596,14,0.14
2025-08-10,Kapiri Mposhi,1819,44,0.59
2025-08-10,Serenje,360,8,0.82
2025-08-10,Mpika,1114,27,0.18
2025-08-10,Nakonde,891,21,0.7
2025-08-10,Tunduma,1177,29,0.63
2025-08-10,Mbeya,618,15,0.42
2025-08-10,Makambako,898,22,0.23
2025-08-10,Morogoro,836,20,0.83
2025-08-10,Dar es Salaam,1388,34,0.44
2025-08-11,Kapiri Mposhi,1297,32,0.51
2025-08-11,Serenje,1224,30,0.55
2025-08-11,Mpika,853,21,0.35
2025-08-11,Nakonde,379,9,0.31
2025-08-11,Tunduma,1517,37,0.77
2025-08-11,Mbeya,948,23,0.83
2025-08-11,Makambako,1050,26,0.35
2025-08-11,Morogoro,1437,35,0.35
2025-08-11,Dar es Salaam,1227,30,0.72
2025-08-12,Kapiri Mposhi,580,14,0.69
2025-08-12,Serenje,377,9,0.81
2025-08-12,Mpika,604,15,0.11
2025-08-12,Nakonde,1827,45,0.78
2025-08-12,Tunduma,1890,47,0.3
2025-08-12,Mbeya,1403,34,0.54
2025-08-12,Makambako,607,15,0.35
2025-08-12,Morogoro,1233,30,0.27
2025-08-12,Dar es Salaam,599,14,0.32
2025-08-13,Kapiri Mposhi,887,22,0.88
2025-08-13,Serenje,1368,34,0.36
2025-08-13,Mpika,885,22,0.27
2025-08-13,Nakonde,819,20,0.76
2025-08-13,Tunduma,1212,30,0.42
2025-08-13,Mbeya,1761,44,0.6
2025-08-13,Makambako,1017,25,0.89
2025-08-13,Morogoro,1469,36,0.9
2025-08-13,Dar es Salaam,1937,48,0.63
2025-08-14,Kapiri Mposhi,416,10,0.44
2025-08-14,Serenje,907,22,0.24
2025-08-14,Mpika,1118,28,0.81
2025-08-14,Nakonde,1107,27,0.35
2025-08-14,Tunduma,1256,31,0.83
2025-08-14,Mbeya,1843,46,0.24
2025-08-14,Makambako,631,15,0.71
2025-08-14,Morogoro,809,20,0.68
2025-08-14,Dar es Salaam,1302,32,0.37
2025-08-15,Kapiri Mposhi,1789,45,0.14
2025-08-15,Serenje,328,8,0.37
2025-08-15,Mpika,1664,42,0.29
2025-08-15,Nakonde,1462,36,0.76
2025-08-15,Tunduma,779,19,0.34
2025-08-15,Mbeya,1402,35,0.32
2025-08-15,Makambako,1954,49,0.44
2025-08-15,Morogoro,1901,48,0.27
2025-08-15,Dar es Salaam,857,21,0.56
2025-08-16,Kapiri Mposhi,1460,37,0.79
2025-08-16,Serenje,383,9,0.57
2025-08-16,Mpika,986,25,0.73
2025-08-16,Nakonde,575,14,0.3
2025-08-16,Tunduma,295,7,0.39
2025-08-16,Mbeya,1752,44,0.88
2025-08-16,Makambako,887,22,0.53
2025-08-16,Morogoro,701,17,0.32
2025-08-16,Dar es Salaam,1735,44,0.51
2025-08-17,Kapiri Mposhi,685,17,0.14
2025-08-17,Serenje,1851,47,0.43
2025-08-17,Mpika,247,6,0.28
2025-08-17,Nakonde,599,15,0.28
2025-08-17,Tunduma,642,16,0.84
2025-08-17,Mbeya,799,20,0.25
2025-08-17,Makambako,728,18,0.37
2025-08-17,Morogoro,294,7,0.33
2025-08-17,Dar es Salaam,1651,42,0.7
2025-08-18,Kapiri Mposhi,1818,46,0.8
2025-08-18,Serenje,1331,34,0.45
2025-08-18,Mpika,385,9,0.49
2025-08-18,Nakonde,1374,35,0.23
2025-08-18,Tunduma,716,18,0.27
2025-08-18,Mbeya,1854,47,0.83
2025-08-18,Makambako,456,11,0.22
2025-08-18,Morogoro,888,22,0.38
2025-08-18,Dar es Salaam,408,10,0.64
2025-08-19,Kapiri Mposhi,971,24,0.13
2025-08-19,Serenje,267,6,0.37
2025-08-19,Mpika,1851,47,0.25
2025-08-19,Nakonde,877,22,0.88
2025-08-19,Tunduma,1703,43,0.81
2025-08-19,Mbeya,1314,33,0.34
2025-08-19,Makambako,1740,44,0.62
2025-08-19,Morogoro,347,8,0.64
2025-08-19,Dar es Salaam,534,13,0.18
2025-08-20,Kapiri Mposhi,940,24,0.63
2025-08-20,Serenje,446,11,0.64
2025-08-20,Mpika,1645,42,0.12
2025-08-20,Nakonde,709,18,0.5
2025-08-20,Tunduma,680,17,0.88
2025-08-20,Mbeya,1147,29,0.63
2025-08-20,Makambako,1684,43,0.79
2025-08-20,Morogoro,1286,33,0.89
2025-08-20,Dar es Salaam,454,11,0.6
2025-08-21,Kapiri Mposhi,1701,44,0.46
2025-08-21,Serenje,1685,43,0.78
2025-08-21,Mpika,419,10,0.44
2025-08-21,Nakonde,1908,49,0.2
2025-08-21,Tunduma,493,12,0.72
2025-08-21,Mbeya,1335,34,0.52
2025-08-21,Makambako,930,24,0.13
2025-08-21,Morogoro,1288,33,0.26
2025-08-21,Dar es Salaam,661,17,0.27
2025-08-22,Kapiri Mposhi,1311,34,0.58
2025-08-22,Serenje,1098,28,0.15
2025-08-22,Mpika,857,22,0.64
2025-08-22,Nakonde,238,6,0.22
2025-08-22,Tunduma,732,19,0.1
2025-08-22,Mbeya,1824,47,0.4
2025-08-22,Makambako,1089,28,0.28
2025-08-22,Morogoro,570,14,0.85
2025-08-22,Dar es Salaam,1581,41,0.6
2025-08-23,Kapiri Mposhi,1287,33,0.62
2025-08-23,Serenje,550,14,0.62
2025-08-23,Mpika,1192,31,0.58
2025-08-23,Nakonde,586,15,0.66
2025-08-23,Tunduma,1227,32,0.69
2025-08-23,Mbeya,1373,35,0.58
2025-08-23,Makambako,1802,47,0.37
2025-08-23,Morogoro,677,17,0.12
2025-08-23,Dar es Salaam,627,16,0.17
2025-08-24,Kapiri Mposhi,1530,40,0.12
2025-08-24,Serenje,273,7,0.72
2025-08-24,Mpika,1338,35,0.54
2025-08-24,Nakonde,1778,46,0.34
2025-08-24,Tunduma,1517,39,0.74
2025-08-24,Mbeya,628,16,0.81
2025-08-24,Makambako,1881,49,0.12
2025-08-24,Morogoro,1668,43,0.58
2025-08-24,Dar es Salaam,740,19,0.83
2025-08-25,Kapiri Mposhi,478,12,0.22
2025-08-25,Serenje,1347,35,0.67
2025-08-25,Mpika,1321,34,0.68
2025-08-25,Nakonde,1272,33,0.58
2025-08-25,Tunduma,1075,28,0.64
2025-08-25,Mbeya,350,9,0.59
2025-08-25,Makambako,374,9,0.3
2025-08-25,Morogoro,319,8,0.17
2025-08-25,Dar es Salaam,958,25,0.63
2025-08-26,Kapiri Mposhi,1568,41,0.57
2025-08-26,Serenje,1747,46,0.13
2025-08-26,Mpika,914,24,0.82
2025-08-26,Nakonde,1535,40,0.2
2025-08-26,Tunduma,1418,37,0.84
2025-08-26,Mbeya,1232,32,0.83
2025-08-26,Makambako,686,18,0.35
2025-08-26,Morogoro,506,13,0.62
2025-08-26,Dar es Salaam,1671,44,0.34
2025-08-27,Kapiri Mposhi,257,6,0.1
2025-08-27,Serenje,1262,33,0.39
2025-08-27,Mpika,287,7,0.22
2025-08-27,Nakonde,826,21,0.78
2025-08-27,Tunduma,1480,39,0.51
2025-08-27,Mbeya,470,12,0.75
2025-08-27,Makambako,1718,45,0.59
2025-08-27,Morogoro,606,16,0.28
2025-08-27,Dar es Salaam,1819,48,0.18
2025-08-28,Kapiri Mposhi,1631,43,0.16
2025-08-28,Serenje,1691,45,0.89
2025-08-28,Mpika,1248,33,0.42
2025-08-28,Nakonde,1798,48,0.8
2025-08-28,Tunduma,1409,37,0.47
2025-08-28,Mbeya,1801,48,0.48
2025-08-28,Makambako,320,8,0.42
2025-08-28,Morogoro,862,23,0.65
2025-08-28,Dar es Salaam,1780,47,0.66
2025-08-29,Kapiri Mposhi,1849,49,0.69
2025-08-29,Serenje,1342,35,0.2
2025-08-29,Mpika,1451,38,0.31
2025-08-29,Nakonde,1494,40,0.8
2025-08-29,Tunduma,350,9,0.25
2025-08-29,Mbeya,1051,28,0.35
2025-08-29,Makambako,1834,49,0.59
2025-08-29,Morogoro,1019,27,0.26
2025-08-29,Dar es Salaam,1742,46,0.54
2025-08-30,Kapiri Mposhi,860,23,0.19
2025-08-30,Serenje,1003,26,0.34
2025-08-30,Mpika,909,24,0.72
2025-08-30,Nakonde,379,10,0.77
2025-08-30,Tunduma,802,21,0.48
2025-08-30,Mbeya,1563,42,0.61
2025-08-30,Makambako,528,14,0.85
2025-08-30,Morogoro,539,14,0.32
2025-08-30,Dar es Salaam,922,24,0.58
2025-08-31,Kapiri Mposhi,1253,33,0.59
2025-08-31,Serenje,1408,38,0.88
2025-08-31,Mpika,464,12,0.57
2025-08-31,Nakonde,1679,45,0.39
2025-08-31,Tunduma,419,11,0.83
2025-08-31,Mbeya,1662,44,0.66
2025-08-31,Makambako,1625,43,0.55
2025-08-31,Morogoro,1446,39,0.52
2025-08-31,Dar es Salaam,666,17,0.84
2025-09-01,Kapiri Mposhi,1175,31,0.71
2025-09-01,Serenje,307,8,0.34
2025-09-01,Mpika,1818,49,0.64
2025-09-01,Nakonde,1032,27,0.84
2025-09-01,Tunduma,1738,47,0.46
2025-09-01,Mbeya,1300,35,0.54
2025-09-01,Makambako,804,21,0.35
2025-09-01,Morogoro,772,20,0.88
2025-09-01,Dar es Salaam,618,16,0.75
2025-09-02,Kapiri Mposhi,1317,35,0.16
2025-09-02,Serenje,807,21,0.5
2025-09-02,Mpika,749,20,0.19
2025-09-02,Nakonde,724,19,0.19
2025-09-02,Tunduma,1721,46,0.89
2025-09-02,Mbeya,593,16,0.63
2025-09-02,Makambako,399,10,0.42
2025-09-02,Morogoro,1598,43,0.86
2025-09-02,Dar es Salaam,1098,29,0.24
2025-09-03,Kapiri Mposhi,1294,35,0.58
2025-09-03,Serenje,498,13,0.19
2025-09-03,Mpika,1694,46,0.37
2025-09-03,Nakonde,1519,41,0.41
2025-09-03,Tunduma,901,24,0.13
2025-09-03,Mbeya,691,18,0.27
2025-09-03,Makambako,754,20,0.27
2025-09-03,Morogoro,1773,48,0.58
2025-09-03,Dar es Salaam,554,15,0.18
2025-09-04,Kapiri Mposhi,891,24,0.74
2025-09-04,Serenje,1659,45,0.52
2025-09-04,Mpika,1560,42,0.55
2025-09-04,Nakonde,1586,43,0.22
2025-09-04,Tunduma,1081,29,0.34
2025-09-04,Mbeya,627,17,0.8
2025-09-04,Makambako,526,14,0.16
2025-09-04,Morogoro,440,12,0.36
2025-09-04,Dar es Salaam,1170,32,0.48
2025-09-05,Kapiri Mposhi,1789,49,0.83
2025-09-05,Serenje,1550,42,0.73
2025-09-05,Mpika,723,19,0.26
2025-09-05,Nakonde,405,11,0.36
2025-09-05,Tunduma,1589,43,0.88
2025-09-05,Mbeya,642,17,0.58
2025-09-05,Makambako,231,6,0.51
2025-09-05,Morogoro,1224,33,0.11
2025-09-05,Dar es Salaam,1735,47,0.22
2025-09-06,Kapiri Mposhi,1342,36,0.86
2025-09-06,Serenje,329,9,0.37
2025-09-06,Mpika,1140,31,0.17
2025-09-06,Nakonde,1513,41,0.28
2025-09-06,Tunduma,760,20,0.21
2025-09-06,Mbeya,414,11,0.59
2025-09-06,Makambako,1315,36,0.4
2025-09-06,Morogoro,416,11,0.58
2025-09-06,Dar es Salaam,1457,40,0.47
2025-09-07,Kapiri Mposhi,522,14,0.27
2025-09-07,Serenje,637,17,0.26
2025-09-07,Mpika,855,23,0.5
2025-09-07,Nakonde,1671,46,0.54
2025-09-07,Tunduma,494,13,0.61
2025-09-07,Mbeya,1369,37,0.3
2025-09-07,Makambako,1584,43,0.53
2025-09-07,Morogoro,1257,34,0.43
2025-09-07,Dar es Salaam,346,9,0.6
2025-09-08,Kapiri Mposhi,407,11,0.12
2025-09-08,Serenje,1356,37,0.33
2025-09-08,Mpika,1194,33,0.53
2025-09-08,Nakonde,859,23,0.16
2025-09-08,Tunduma,884,24,0.11
2025-09-08,Mbeya,1235,34,0.25
2025-09-08,Makambako,237,6,0.41
2025-09-08,Morogoro,1242,34,0.42
2025-09-08,Dar es Salaam,641,17,0.86
2025-09-09,Kapiri Mposhi,867,24,0.32
2025-09-09,Serenje,1779,49,0.22
2025-09-09,Mpika,1602,44,0.11
2025-09-09,Nakonde,540,15,0.16
2025-09-09,Tunduma,1193,33,0.9
2025-09-09,Mbeya,1698,47,0.55
2025-09-09,Makambako,948,26,0.83
2025-09-09,Morogoro,820,22,0.14
2025-09-09,Dar es Salaam,1523,42,0.53
2025-09-10,Kapiri Mposhi,1667,46,0.46
2025-09-10,Serenje,1304,36,0.57
2025-09-10,Mpika,1463,40,0.34
2025-09-10,Nakonde,434,12,0.24
2025-09-10,Tunduma,1454,40,0.2
2025-09-10,Mbeya,1215,33,0.64
2025-09-10,Makambako,516,14,0.39
2025-09-10,Morogoro,311,8,0.65
2025-09-10,Dar es Salaam,1258,35,0.14
2025-09-11,Kapiri Mposhi,1049,29,0.17
2025-09-11,Serenje,1519,42,0.16
2025-09-11,Mpika,1177,32,0.64
2025-09-11,Nakonde,988,27,0.43
2025-09-11,Tunduma,294,8,0.43
2025-09-11,Mbeya,550,15,0.56
2025-09-11,Makambako,798,22,0.89
2025-09-11,Morogoro,1671,46,0.87
2025-09-11,Dar es Salaam,862,24,0.54
2025-09-12,Kapiri Mposhi,1513,42,0.35
2025-09-12,Serenje,319,8,0.24
2025-09-12,Mpika,476,13,0.27
2025-09-12,Nakonde,1672,46,0.19
2025-09-12,Tunduma,339,9,0.84
2025-09-12,Mbeya,568,15,0.45
2025-09-12,Makambako,1491,41,0.62
2025-09-12,Morogoro,1051,29,0.89
2025-09-12,Dar es Salaam,1167,32,0.65
2025-09-13,Kapiri Mposhi,954,26,0.76
2025-09-13,Serenje,1250,35,0.49
2025-09-13,Mpika,716,20,0.43
2025-09-13,Nakonde,1551,43,0.75
2025-09-13,Tunduma,1558,43,0.69
2025-09-13,Mbeya,1150,32,0.77
2025-09-13,Makambako,707,19,0.79
2025-09-13,Morogoro,1070,30,0.87
2025-09-13,Dar es Salaam,1380,38,0.21
2025-09-14,Kapiri Mposhi,1286,36,0.47
2025-09-14,Serenje,422,11,0.42
2025-09-14,Mpika,1186,33,0.55
2025-09-14,Nakonde,511,14,0.42
2025-09-14,Tunduma,1255,35,0.86
2025-09-14,Mbeya,273,7,0.45
2025-09-14,Makambako,273,7,0.89
2025-09-14,Morogoro,1718,48,0.38
2025-09-14,Dar es Salaam,659,18,0.64
2025-09-15,Kapiri Mposhi,865,24,0.57
2025-09-15,Serenje,1359,38,0.58
2025-09-15,Mpika,1548,43,0.3
2025-09-15,Nakonde,1592,44,0.48
2025-09-15,Tunduma,865,24,0.35
2025-09-15,Mbeya,1271,35,0.16
2025-09-15,Makambako,1156,32,0.12
2025-09-15,Morogoro,697,19,0.48
2025-09-15,Dar es Salaam,1247,35,0.55
2025-09-16,Kapiri Mposhi,1185,33,0.66
2025-09-16,Serenje,1742,49,0.43
2025-09-16,Mpika,422,11,0.59
2025-09-16,Nakonde,1356,38,0.45
2025-09-16,Tunduma,1737,48,0.83
2025-09-16,Mbeya,1367,38,0.58
2025-09-16,Makambako,1621,45,0.33
2025-09-16,Morogoro,1292,36,0.43
2025-09-16,Dar es Salaam,852,24,0.12
2025-09-17,Kapiri Mposhi,1400,39,0.18
2025-09-17,Serenje,757,21,0.24
2025-09-17,Mpika,1188,33,0.15
2025-09-17,Nakonde,1313,37,0.6
2025-09-17,Tunduma,1107,31,0.39
2025-09-17,Mbeya,1467,41,0.3
2025-09-17,Makambako,1663,46,0.26
2025-09-17,Morogoro,571,16,0.2
2025-09-17,Dar es Salaam,456,12,0.35
2025-09-18,Kapiri Mposhi,367,10,0.75
2025-09-18,Serenje,722,20,0.59
2025-09-18,Mpika,1288,36,0.3
2025-09-18,Nakonde,551,15,0.32
2025-09-18,Tunduma,1246,35,0.41
2025-09-18,Mbeya,455,12,0.54
2025-09-18,Makambako,1674,47,0.44
2025-09-18,Morogoro,1546,43,0.77
2025-09-18,Dar es Salaam,1282,36,0.17
2025-09-19,Kapiri Mposhi,918,26,0.72
2025-09-19,Serenje,1652,46,0.27
2025-09-19,Mpika,886,25,0.11
2025-09-19,Nakonde,480,13,0.75
2025-09-19,Tunduma,1667,47,0.41
2025-09-19,Mbeya,1052,29,0.64
2025-09-19,Makambako,1030,29,0.33
2025-09-19,Morogoro,403,11,0.37
2025-09-19,Dar es Salaam,1561,44,0.81
2025-09-20,Kapiri Mposhi,766,21,0.75
2025-09-20,Serenje,650,18,0.64
2025-09-20,Mpika,872,24,0.69
2025-09-20,Nakonde,999,28,0.21
2025-09-20,Tunduma,258,7,0.14
2025-09-20,Mbeya,578,16,0.21
2025-09-20,Makambako,1363,38,0.82
2025-09-20,Morogoro,1048,29,0.5
2025-09-20,Dar es Salaam,597,16,0.29
2025-09-21,Kapiri Mposhi,261,7,0.71
2025-09-21,Serenje,1465,41,0.43
2025-09-21,Mpika,767,21,0.6
2025-09-21,Nakonde,1517,43,0.62
2025-09-21,Tunduma,1038,29,0.41
2025-09-21,Mbeya,336,9,0.81
2025-09-21,Makambako,728,20,0.65
2025-09-21,Morogoro,765,21,0.41
2025-09-21,Dar es Salaam,357,10,0.25
2025-09-22,Kapiri Mposhi,1376,39,0.56
2025-09-22,Serenje,1005,28,0.68
2025-09-22,Mpika,628,17,0.27
2025-09-22,Nakonde,1065,30,0.61
2025-09-22,Tunduma,1441,40,0.42
2025-09-22,Mbeya,1259,35,0.52
2025-09-22,Makambako,311,8,0.75
2025-09-22,Morogoro,362,10,0.36
2025-09-22,Dar es Salaam,1259,35,0.87
2025-09-23,Kapiri Mposhi,1030,29,0.49
2025-09-23,Serenje,373,10,0.75
2025-09-23,Mpika,1443,41,0.58
2025-09-23,Nakonde,1318,37,0.54
2025-09-23,Tunduma,893,25,0.8
2025-09-23,Mbeya,574,16,0.65
2025-09-23,Makambako,1743,49,0.65
2025-09-23,Morogoro,1576,44,0.14
2025-09-23,Dar es Salaam,1129,32,0.74
2025-09-24,Kapiri Mposhi,1045,29,0.1
2025-09-24,Serenje,692,19,0.36
2025-09-24,Mpika,1057,30,0.29
2025-09-24,Nakonde,790,22,0.75
2025-09-24,Tunduma,1481,42,0.33
2025-09-24,Mbeya,970,27,0.74
2025-09-24,Makambako,1364,38,0.66
2025-09-24,Morogoro,343,9,0.17
2025-09-24,Dar es Salaam,706,20,0.6
2025-09-25,Kapiri Mposhi,481,13,0.24
2025-09-25,Serenje,641,18,0.79
2025-09-25,Mpika,1647,46,0.48
2025-09-25,Nakonde,888,25,0.41
2025-09-25,Tunduma,1014,28,0.77
2025-09-25,Mbeya,1548,44,0.61
2025-09-25,Makambako,1267,36,0.56
2025-09-25,Morogoro,1418,40,0.58
2025-09-25,Dar es Salaam,1200,34,0.88
2025-09-26,Kapiri Mposhi,1647,47,0.67
2025-09-26,Serenje,1240,35,0.42
2025-09-26,Mpika,522,14,0.66
2025-09-26,Nakonde,1149,32,0.39
2025-09-26,Tunduma,1477,42,0.34
2025-09-26,Mbeya,1523,43,0.43
2025-09-26,Makambako,712,20,0.36
2025-09-26,Morogoro,1335,38,0.38
2025-09-26,Dar es Salaam,603,17,0.61
2025-09-27,Kapiri Mposhi,480,13,0.6
2025-09-27,Serenje,891,25,0.34
2025-09-27,Mpika,898,25,0.88
2025-09-27,Nakonde,1418,40,0.21
2025-09-27,Tunduma,1546,44,0.54
2025-09-27,Mbeya,927,26,0.14
2025-09-27,Makambako,264,7,0.39
2025-09-27,Morogoro,832,23,0.24
2025-09-27,Dar es Salaam,984,28,0.45
2025-09-28,Kapiri Mposhi,1260,36,0.13
2025-09-28,Serenje,854,24,0.21
2025-09-28,Mpika,483,13,0.42
2025-09-28,Nakonde,1176,33,0.63
2025-09-28,Tunduma,447,12,0.44
2025-09-28,Mbeya,739,21,0.75
2025-09-28,Makambako,867,24,0.47
2025-09-28,Morogoro,518,14,0.14
2025-09-28,Dar es Salaam,627,17,0.63
2025-09-29,Kapiri Mposhi,812,23,0.58
2025-09-29,Serenje,908,25,0.78
2025-09-29,Mpika,1295,37,0.4
2025-09-29,Nakonde,1267,36,0.48
2025-09-29,Tunduma,1224,34,0.28
2025-09-29,Mbeya,394,11,0.54
2025-09-29,Makambako,1233,35,0.7
2025-09-29,Morogoro,1352,38,0.68
2025-09-29,Dar es Salaam,835,23,0.44
2025-09-30,Kapiri Mposhi,360,10,0.35
2025-09-30,Serenje,1730,49,0.38
2025-09-30,Mpika,1404,40,0.7
2025-09-30,Nakonde,1717,49,0.19
2025-09-30,Tunduma,368,10,0.83
2025-09-30,Mbeya,1250,35,0.29
2025-09-30,Makambako,1543,44,0.25
2025-09-30,Morogoro,965,27,0.6
2025-09-30,Dar es Salaam,938,26,0.46
2025-10-01,Kapiri Mposhi,1722,49,0.46
2025-10-01,Serenje,415,11,0.75
2025-10-01,Mpika,893,25,0.79
2025-10-01,Nakonde,852,24,0.64
2025-10-01,Tunduma,1484,42,0.72
2025-10-01,Mbeya,787,22,0.13
2025-10-01,Makambako,1692,48,0.49
2025-10-01,Morogoro,1358,38,0.55
2025-10-01,Dar es Salaam,538,15,0.73
2025-10-02,Kapiri Mposhi,973,27,0.89
2025-10-02,Serenje,245,7,0.79
2025-10-02,Mpika,1484,42,0.67
2025-10-02,Nakonde,1518,43,0.79
2025-10-02,Tunduma,1227,35,0.42
2025-10-02,Mbeya,1615,46,0.15
2025-10-02,Makambako,797,22,0.35
2025-10-02,Morogoro,378,10,0.21
2025-10-02,Dar es Salaam,1195,34,0.15
2025-10-03,Kapiri Mposhi,267,7,0.44
2025-10-03,Serenje,875,25,0.28
2025-10-03,Mpika,611,17,0.4
2025-10-03,Nakonde,530,15,0.82
2025-10-03,Tunduma,1275,36,0.36
2025-10-03,Mbeya,1599,45,0.86
2025-10-03,Makambako,1721,49,0.67
2025-10-03,Morogoro,294,8,0.34
2025-10-03,Dar es Salaam,488,13,0.64
2025-10-04,Kapiri Mposhi,1071,30,0.73
2025-10-04,Serenje,1121,32,0.67
2025-10-04,Mpika,1548,44,0.2
2025-10-04,Nakonde,1264,36,0.83
2025-10-04,Tunduma,1552,44,0.13
2025-10-04,Mbeya,1580,45,0.24
2025-10-04,Makambako,837,23,0.3
2025-10-04,Morogoro,1591,45,0.21
2025-10-04,Dar es Salaam,252,7,0.49
2025-10-05,Kapiri Mposhi,255,7,0.77
2025-10-05,Serenje,1420,40,0.83
2025-10-05,Mpika,584,16,0.88
2025-10-05,Nakonde,1720,49,0.33
2025-10-05,Tunduma,913,26,0.41
2025-10-05,Mbeya,938,26,0.23
2025-10-05,Makambako,210,6,0.23
2025-10-05,Morogoro,297,8,0.46
2025-10-05,Dar es Salaam,1514,43,0.62
2025-10-06,Kapiri Mposhi,300,8,0.22
2025-10-06,Serenje,1066,30,0.73
2025-10-06,Mpika,842,24,0.43
2025-10-06,Nakonde,1123,32,0.86
2025-10-06,Tunduma,483,13,0.31
2025-10-06,Mbeya,228,6,0.38
2025-10-06,Makambako,593,16,0.24
2025-10-06,Morogoro,703,20,0.19
